"SA_GUID__1","impPercent","impervious"
"4c07d11e-0a4f-851d-e053-ca3ca8c0ca7f",37.0483821599673,0.417591349534796
"4c07d11e-0a3a-851d-e053-ca3ca8c0ca7f",19.8873250553103,-0.295515353901826
"4c07d11e-0a4e-851d-e053-ca3ca8c0ca7f",33.2291190499807,0.258886550097905
"4c07d11e-0a25-851d-e053-ca3ca8c0ca7f",31.3918424020818,0.182540769899506
"4c07d11e-0a57-851d-e053-ca3ca8c0ca7f",48.725822741892,0.90283308651926
"4c07d11e-2df2-851d-e053-ca3ca8c0ca7f",31.6282876163343,0.192365961101348
"4c07d11e-0a41-851d-e053-ca3ca8c0ca7f",19.3324732511532,-0.31857154085729
"4c07d11e-0a1a-851d-e053-ca3ca8c0ca7f",15.6786494559366,-0.470401712253787
"4c07d11e-1d48-851d-e053-ca3ca8c0ca7f",39.1636913304453,0.505490430582635
"4c07d11e-1d56-851d-e053-ca3ca8c0ca7f",41.5576998325449,0.604970520912748
"a9c23640-6496-42a0-9d6e-ca2cdd2b2fed",21.367425924616,-0.234011575595662
"4c07d11e-1db3-851d-e053-ca3ca8c0ca7f",8.99885643551636,-0.747972327594157
"4c07d11e-1db4-851d-e053-ca3ca8c0ca7f",16.9464671868052,-0.417719099690668
"4c07d11e-1d65-851d-e053-ca3ca8c0ca7f",28.3304952170497,0.0553302381776105
"4c07d11e-1d66-851d-e053-ca3ca8c0ca7f",33.6856458593781,0.277856962357152
"4c07d11e-1d3a-851d-e053-ca3ca8c0ca7f",25.9271359313928,-0.0445384125072858
"4c07d11e-1d3b-851d-e053-ca3ca8c0ca7f",18.6746499584585,-0.345906581865341
"4c07d11e-1da5-851d-e053-ca3ca8c0ca7f",24.4283207500088,-0.106819841124377
"4c07d11e-1da6-851d-e053-ca3ca8c0ca7f",26.3424943640923,-0.0272787017050549
"4c07d11e-1d73-851d-e053-ca3ca8c0ca7f",54.2117666517356,1.13079476469148
"4c07d11e-1d74-851d-e053-ca3ca8c0ca7f",34.9566989938999,0.330674018155283
"4c07d11e-1d46-851d-e053-ca3ca8c0ca7f",27.6278123965201,0.0261311144491876
"4c07d11e-1d75-851d-e053-ca3ca8c0ca7f",39.6409808477994,0.525323611733982
"4c07d11e-1d80-851d-e053-ca3ca8c0ca7f",39.9170247742914,0.536794278909315
"4c07d11e-1d49-851d-e053-ca3ca8c0ca7f",38.4693978382619,0.476639915115608
"4c07d11e-1d81-851d-e053-ca3ca8c0ca7f",39.1552977270733,0.505141644677776
"4c07d11e-1d57-851d-e053-ca3ca8c0ca7f",36.944262232482,0.413264773508724
"4c07d11e-1dbf-851d-e053-ca3ca8c0ca7f",42.9672665516362,0.663543339020346
"4c07d11e-1d58-851d-e053-ca3ca8c0ca7f",44.0964721827487,0.710466095596114
"4c07d11e-1d67-851d-e053-ca3ca8c0ca7f",48.2689131207579,0.883846766987292
"4c07d11e-1d9a-851d-e053-ca3ca8c0ca7f",29.1341330096778,0.0887244220884969
"4c07d11e-1da7-851d-e053-ca3ca8c0ca7f",9.37944049060359,-0.732157623450428
"4c07d11e-1dc9-851d-e053-ca3ca8c0ca7f",32.6961582228826,0.236740015874808
"4c07d11e-2e31-851d-e053-ca3ca8c0ca7f",49.3454675512527,0.928581667426024
"4c07d11e-2e32-851d-e053-ca3ca8c0ca7f",48.9773040545883,0.913283084370741
"4c07d11e-2e4d-851d-e053-ca3ca8c0ca7f",46.2476299552496,0.799854821381774
"4c07d11e-2e21-851d-e053-ca3ca8c0ca7f",26.734942916993,-0.0109709828902555
"4c07d11e-2e22-851d-e053-ca3ca8c0ca7f",48.9893233403941,0.9137825310672
"4c07d11e-2e4e-851d-e053-ca3ca8c0ca7f",41.4860902533897,0.601994872582087
"4c07d11e-2df1-851d-e053-ca3ca8c0ca7f",29.9237161057103,0.121534580301199
"4c07d11e-2e01-851d-e053-ca3ca8c0ca7f",38.2571686492515,0.467820991174895
"4c07d11e-2e41-851d-e053-ca3ca8c0ca7f",43.193454863549,0.672942317211512
"4c07d11e-2e42-851d-e053-ca3ca8c0ca7f",42.2623345700432,0.63425075415945
"4c07d11e-14cc-851d-e053-ca3ca8c0ca7f",20.87312967663,-0.254551450602939
"4c07d11e-14cb-851d-e053-ca3ca8c0ca7f",24.5303501359139,-0.102580134992481
"55690e95-38f5-4311-99cd-6bca0358f8c0",36.7136002603544,0.403679897848152
"4c07d11e-1496-851d-e053-ca3ca8c0ca7f",15.3824202199136,-0.482711155237031
"4c07d11e-09d2-851d-e053-ca3ca8c0ca7f",6.30488531146012,-0.859916997186095
"4c07d11e-09d4-851d-e053-ca3ca8c0ca7f",32.8486068452462,0.243074831607554
"4c07d11e-0a61-851d-e053-ca3ca8c0ca7f",34.6947445163677,0.319788820770053
"4c07d11e-14d4-851d-e053-ca3ca8c0ca7f",7.8196099096245,-0.796974472245819
"4c07d11e-0a69-851d-e053-ca3ca8c0ca7f",21.153074467553,-0.242918687785246
"4c07d11e-0a6a-851d-e053-ca3ca8c0ca7f",28.736139979352,0.0721863093070099
"4c07d11e-14d2-851d-e053-ca3ca8c0ca7f",25.2145038088678,-0.0741509672909279
"4c07d11e-1d9d-851d-e053-ca3ca8c0ca7f",46.7962605850218,0.822652495057425
"4c07d11e-1da8-851d-e053-ca3ca8c0ca7f",27.5785740729916,0.0240850762383699
"4c07d11e-1d90-851d-e053-ca3ca8c0ca7f",30.2986668160065,0.137115197703724
"4c07d11e-1d9b-851d-e053-ca3ca8c0ca7f",51.5028646822768,1.01822966211108
"4c07d11e-1d9c-851d-e053-ca3ca8c0ca7f",64.4356613681894,1.55563618402076
"4c07d11e-2e4f-851d-e053-ca3ca8c0ca7f",42.0449726957369,0.625218547769479
"4c07d11e-1242-851d-e053-ca3ca8c0ca7f",2.36204811656527,-1.02375676632688
"4c07d11e-14ca-851d-e053-ca3ca8c0ca7f",1.95307646787029,-1.04075108214445
"4c07d11e-14af-851d-e053-ca3ca8c0ca7f",4.84041764389525,-0.920771156946643
"4c07d11d-f754-851d-e053-ca3ca8c0ca7f",1.01803578403452,-1.07960555221368
"4c07d11e-12a6-851d-e053-ca3ca8c0ca7f",1.04280180074421,-1.07857643073093
"4c07d11e-1238-851d-e053-ca3ca8c0ca7f",0.531856733673814,-1.09980812701827
"4c07d11e-122f-851d-e053-ca3ca8c0ca7f",1.02502926854588,-1.07931494653274
"4c07d11e-09d3-851d-e053-ca3ca8c0ca7f",8.08560282598264,-0.785921462482792
"4c07d11e-1249-851d-e053-ca3ca8c0ca7f",1.68035580553575,-1.05208365514915
"4c07d11d-fc74-851d-e053-ca3ca8c0ca7f",0.496757332930868,-1.10126663961477
"4c07d11e-12ac-851d-e053-ca3ca8c0ca7f",0.711612954014958,-1.09233857750695
"4c07d11e-163b-851d-e053-ca3ca8c0ca7f",17.9743277791909,-0.375007612038219
"4c07d11e-1644-851d-e053-ca3ca8c0ca7f",40.0981819653377,0.544322044041906
"4c07d11e-2180-851d-e053-ca3ca8c0ca7f",47.0144472467653,0.831718974478876
"4c07d11e-213e-851d-e053-ca3ca8c0ca7f",42.3674550732583,0.638618907884139
"4c07d11e-2170-851d-e053-ca3ca8c0ca7f",15.0722438697436,-0.495600153461601
"4c07d11e-2171-851d-e053-ca3ca8c0ca7f",35.9367419995787,0.371398504574951
"4c07d11e-3129-851d-e053-ca3ca8c0ca7f",40.2901060986867,0.55229721627097
"bce79f40-99a7-4c4a-b36a-b5ab26e7e636",22.7600620423702,-0.176142287884419
"4c07d11e-04ec-851d-e053-ca3ca8c0ca7f",56.2139874875783,1.2139945985416
"4c07d11e-04e3-851d-e053-ca3ca8c0ca7f",47.8338508309934,0.865768286544536
"4c07d11e-2ca9-851d-e053-ca3ca8c0ca7f",53.1710535012528,1.08754920473337
"4c07d11e-2d28-851d-e053-ca3ca8c0ca7f",45.5837012013819,0.772266075414667
"4c07d11e-2d13-851d-e053-ca3ca8c0ca7f",32.8764877214015,0.244233387258459
"4c07d11e-2d14-851d-e053-ca3ca8c0ca7f",37.6390166253236,0.442134441137935
"4c07d11e-2d20-851d-e053-ca3ca8c0ca7f",40.9474124071443,0.579610774632424
"4c07d11e-2cb3-851d-e053-ca3ca8c0ca7f",46.862001198014,0.825384265689434
"4c07d11e-38af-851d-e053-ca3ca8c0ca7f",66.5749585972879,1.64453205945606
"4c07d11e-388e-851d-e053-ca3ca8c0ca7f",42.9375210343052,0.662307300489818
"4c07d11e-38ae-851d-e053-ca3ca8c0ca7f",65.3683658287936,1.59439357519579
"4c07d11e-38b0-851d-e053-ca3ca8c0ca7f",72.2562736266771,1.88061214514572
