"SA_GUID__1","householdsTotal","noHeating","noRenewableEnergyHouses","yearBuilt","mobHome","unoccupiedDwellings","oneParent","onePerson","noCar","noInternet","priWater","familyUnits"
"4c07d11e-0535-851d-e053-ca3ca8c0ca7f",105,2,72,28,0,23,11,22,3,25,20,10
"4c07d11e-0538-851d-e053-ca3ca8c0ca7f",62,0,48,6,0,3,6,14,3,8,1,5
"4c07d11e-0540-851d-e053-ca3ca8c0ca7f",84,1,60,27,0,23,6,21,5,13,9,14
"4c07d11e-03ce-851d-e053-ca3ca8c0ca7f",173,2,149,2,0,6,55,30,19,13,1,35
"4c07d11e-03d0-851d-e053-ca3ca8c0ca7f",95,2,81,0,0,3,32,15,28,12,0,9
"4c07d11e-03d2-851d-e053-ca3ca8c0ca7f",102,1,73,1,0,5,6,13,3,1,0,21
"4c07d11e-03d5-851d-e053-ca3ca8c0ca7f",71,1,33,26,0,3,19,8,10,2,1,10
"4c07d11e-03d6-851d-e053-ca3ca8c0ca7f",119,2,105,1,0,11,26,33,24,20,0,11
"4c07d11e-0400-851d-e053-ca3ca8c0ca7f",129,2,79,1,0,4,12,11,5,4,4,19
"4c07d11e-0404-851d-e053-ca3ca8c0ca7f",143,0,108,11,0,17,46,37,38,18,0,16
"4c07d11e-0410-851d-e053-ca3ca8c0ca7f",109,1,97,68,0,27,14,37,32,12,1,4
"4c07d11e-02ad-851d-e053-ca3ca8c0ca7f",69,0,67,8,0,3,17,23,16,15,1,10
"4c07d11e-02b8-851d-e053-ca3ca8c0ca7f",118,3,82,35,0,19,11,46,25,25,3,6
"4c07d11e-02be-851d-e053-ca3ca8c0ca7f",70,1,57,6,0,11,5,11,0,3,4,9
"4c07d11e-02c7-851d-e053-ca3ca8c0ca7f",74,0,44,1,0,11,6,13,6,4,1,12
"4c07d11e-02e0-851d-e053-ca3ca8c0ca7f",74,3,55,5,1,36,8,17,1,6,2,11
"4c07d11e-02e8-851d-e053-ca3ca8c0ca7f",67,1,57,7,0,43,8,19,6,12,0,7
"4c07d11e-02ee-851d-e053-ca3ca8c0ca7f",96,3,73,11,0,63,9,35,14,26,3,6
"4c07d11e-0300-851d-e053-ca3ca8c0ca7f",89,1,65,20,0,17,18,30,20,21,0,6
"4c07d11e-0462-851d-e053-ca3ca8c0ca7f",79,1,66,3,0,4,11,18,12,5,0,10
"4c07d11e-0476-851d-e053-ca3ca8c0ca7f",101,0,74,16,0,44,15,35,24,16,29,4
"4c07d11e-047b-851d-e053-ca3ca8c0ca7f",88,0,72,1,0,7,8,22,6,3,0,12
"4c07d11e-049d-851d-e053-ca3ca8c0ca7f",100,0,70,4,0,20,9,11,4,3,0,11
"4c07d11e-049e-851d-e053-ca3ca8c0ca7f",110,2,94,0,0,17,22,47,35,23,0,10
"4c07d11e-04a2-851d-e053-ca3ca8c0ca7f",106,1,83,1,0,17,16,42,7,10,0,11
"4c07d11e-04a4-851d-e053-ca3ca8c0ca7f",109,0,84,1,0,3,7,15,3,2,0,22
"4c07d11e-04b2-851d-e053-ca3ca8c0ca7f",78,1,72,0,0,25,12,31,8,11,0,4
"4c07d11e-0351-851d-e053-ca3ca8c0ca7f",82,1,61,24,0,38,7,27,16,7,0,10
"4c07d11e-0353-851d-e053-ca3ca8c0ca7f",130,2,109,0,0,11,11,36,19,10,0,11
"4c07d11e-037e-851d-e053-ca3ca8c0ca7f",122,0,98,8,0,8,11,21,6,7,0,16
"4c07d11e-038a-851d-e053-ca3ca8c0ca7f",44,1,33,18,0,94,5,13,2,4,0,2
"4c07d11e-038f-851d-e053-ca3ca8c0ca7f",127,0,87,0,0,13,23,18,9,3,1,25
"4c07d11e-0391-851d-e053-ca3ca8c0ca7f",80,1,47,23,1,12,9,14,4,6,2,10
"4c07d11e-0398-851d-e053-ca3ca8c0ca7f",92,2,68,26,0,101,7,52,13,16,0,3
"4c07d11e-03ab-851d-e053-ca3ca8c0ca7f",82,2,72,17,0,8,13,28,16,14,0,5
"4c07d11e-0584-851d-e053-ca3ca8c0ca7f",96,2,74,35,0,30,12,29,17,17,0,6
"4c07d11e-0591-851d-e053-ca3ca8c0ca7f",110,1,63,21,1,11,7,23,2,23,14,25
"4c07d11e-05a4-851d-e053-ca3ca8c0ca7f",79,0,52,10,0,16,7,18,3,11,34,16
"4c07d11e-05ab-851d-e053-ca3ca8c0ca7f",101,0,67,15,0,10,8,23,3,10,70,10
"4c07d11e-05d1-851d-e053-ca3ca8c0ca7f",74,1,61,1,0,29,5,28,2,4,2,4
"4c07d11e-05dd-851d-e053-ca3ca8c0ca7f",90,0,57,16,1,21,4,23,6,9,31,18
"4c07d11e-05e3-851d-e053-ca3ca8c0ca7f",71,1,51,12,0,21,3,21,6,14,8,13
"4c07d11e-05e4-851d-e053-ca3ca8c0ca7f",69,0,39,16,0,19,6,20,4,8,24,9
"4c07d11e-050d-851d-e053-ca3ca8c0ca7f",116,1,80,2,0,16,10,22,5,3,0,13
"4c07d11e-0518-851d-e053-ca3ca8c0ca7f",88,1,78,28,0,17,8,10,12,2,1,7
"4c07d11e-0522-851d-e053-ca3ca8c0ca7f",81,2,67,12,0,9,1,26,9,5,0,7
"4c07d11e-0527-851d-e053-ca3ca8c0ca7f",118,0,100,2,0,13,15,39,4,7,0,11
"4c07d11e-0530-851d-e053-ca3ca8c0ca7f",68,0,60,1,0,3,14,18,13,6,0,3
"4c07d11e-0533-851d-e053-ca3ca8c0ca7f",121,1,85,17,0,17,14,30,5,11,7,22
"4c07d11e-054e-851d-e053-ca3ca8c0ca7f",117,2,87,31,0,28,13,25,7,13,48,26
"4c07d11e-056b-851d-e053-ca3ca8c0ca7f",45,1,19,7,0,40,2,10,1,1,23,4
"4c07d11e-07c4-851d-e053-ca3ca8c0ca7f",85,0,49,8,0,7,9,16,4,10,14,15
"4c07d11e-07c6-851d-e053-ca3ca8c0ca7f",87,1,57,5,0,5,5,11,2,3,13,15
"4c07d11e-07c8-851d-e053-ca3ca8c0ca7f",79,0,47,13,0,23,4,18,4,7,25,11
"4c07d11e-07db-851d-e053-ca3ca8c0ca7f",71,0,45,12,0,9,7,13,2,13,51,18
"4c07d11e-07e1-851d-e053-ca3ca8c0ca7f",73,1,44,13,0,20,8,14,2,13,46,10
"4c07d11e-07e6-851d-e053-ca3ca8c0ca7f",153,4,95,31,0,23,17,28,9,19,93,26
"4c07d11e-07e8-851d-e053-ca3ca8c0ca7f",60,1,38,11,0,16,4,18,4,11,43,8
"4c07d11e-07ec-851d-e053-ca3ca8c0ca7f",107,2,68,30,0,18,8,28,6,14,85,24
"4c07d11e-08a0-851d-e053-ca3ca8c0ca7f",95,0,76,10,0,10,7,15,5,9,7,12
"4c07d11e-08a8-851d-e053-ca3ca8c0ca7f",100,1,74,4,12,8,4,21,10,1,0,11
"4c07d11e-08ab-851d-e053-ca3ca8c0ca7f",99,0,94,0,0,3,17,7,8,1,3,13
"4c07d11e-08b5-851d-e053-ca3ca8c0ca7f",91,1,47,1,0,0,7,5,1,3,0,20
"4c07d11e-08b7-851d-e053-ca3ca8c0ca7f",74,0,43,7,3,9,10,15,5,6,22,9
"4c07d11e-08c0-851d-e053-ca3ca8c0ca7f",82,0,57,10,0,3,7,18,6,13,26,16
"4c07d11e-08d0-851d-e053-ca3ca8c0ca7f",79,0,56,10,0,8,10,21,8,20,47,13
"4c07d11e-08d3-851d-e053-ca3ca8c0ca7f",88,2,57,21,2,19,6,22,5,15,42,15
"4c07d11e-04a6-851d-e053-ca3ca8c0ca7f",139,0,108,1,0,10,19,20,16,3,4,25
"4c07d11e-04b5-851d-e053-ca3ca8c0ca7f",96,2,93,1,0,6,13,10,8,5,1,20
"4c07d11e-04c1-851d-e053-ca3ca8c0ca7f",75,0,60,7,0,12,4,23,4,4,0,7
"4c07d11e-04cf-851d-e053-ca3ca8c0ca7f",103,0,81,23,0,11,9,25,10,1,2,13
"4c07d11e-04d3-851d-e053-ca3ca8c0ca7f",110,1,87,31,0,15,11,53,35,23,0,7
"4c07d11e-04d6-851d-e053-ca3ca8c0ca7f",54,0,48,0,0,22,3,27,9,14,0,4
"4c07d11e-04dd-851d-e053-ca3ca8c0ca7f",100,0,90,33,0,22,15,34,31,13,1,3
"4c07d11e-04ec-851d-e053-ca3ca8c0ca7f",95,2,81,39,0,11,5,35,26,11,0,10
"4c07d11e-054d-851d-e053-ca3ca8c0ca7f",64,3,42,14,1,21,5,15,4,15,26,10
"4c07d11e-055d-851d-e053-ca3ca8c0ca7f",121,1,80,33,0,10,9,19,5,18,76,28
"4c07d11e-0575-851d-e053-ca3ca8c0ca7f",55,1,31,11,0,38,3,14,1,8,7,4
"4c07d11e-0587-851d-e053-ca3ca8c0ca7f",71,2,51,7,0,2,7,20,3,4,2,13
"4c07d11e-0594-851d-e053-ca3ca8c0ca7f",115,1,79,20,1,13,10,22,8,10,58,18
"4c07d11e-0595-851d-e053-ca3ca8c0ca7f",82,0,47,18,0,12,4,15,2,8,10,12
"4c07d11e-05aa-851d-e053-ca3ca8c0ca7f",68,0,52,18,0,13,6,7,2,5,46,13
"4c07d11e-05b0-851d-e053-ca3ca8c0ca7f",51,1,22,9,0,38,4,13,0,2,11,5
"4c07d11e-0415-851d-e053-ca3ca8c0ca7f",123,2,106,1,0,11,18,35,7,9,0,9
"4c07d11e-0420-851d-e053-ca3ca8c0ca7f",87,0,70,1,0,3,6,5,1,2,11,20
"4c07d11e-042c-851d-e053-ca3ca8c0ca7f",125,1,100,33,0,17,15,47,17,10,0,9
"4c07d11e-0436-851d-e053-ca3ca8c0ca7f",122,0,81,9,0,17,4,18,2,4,0,23
"4c07d11e-0451-851d-e053-ca3ca8c0ca7f",79,3,63,2,0,34,11,20,11,7,0,7
"4c07d11e-0483-851d-e053-ca3ca8c0ca7f",127,1,104,3,0,12,19,39,34,22,0,10
"4c07d11e-0489-851d-e053-ca3ca8c0ca7f",125,0,119,5,0,7,28,27,39,15,0,10
"4c07d11e-048f-851d-e053-ca3ca8c0ca7f",105,2,85,1,4,10,12,35,16,8,0,4
"4c07d11e-0306-851d-e053-ca3ca8c0ca7f",57,0,46,4,0,28,5,21,14,8,0,1
"4c07d11e-033b-851d-e053-ca3ca8c0ca7f",138,3,103,5,0,15,19,30,10,7,3,20
"4c07d11e-0376-851d-e053-ca3ca8c0ca7f",85,1,51,3,0,2,6,10,3,3,7,16
"4c07d11e-0383-851d-e053-ca3ca8c0ca7f",82,2,37,12,0,9,6,6,2,4,2,19
"4c07d11e-039d-851d-e053-ca3ca8c0ca7f",82,2,70,17,1,59,19,27,12,6,1,9
"4c07d11e-03b6-851d-e053-ca3ca8c0ca7f",97,1,83,4,0,7,17,19,7,6,1,18
"4c07d11e-03ca-851d-e053-ca3ca8c0ca7f",74,1,57,19,0,11,5,21,7,3,1,7
"4c07d11e-03d3-851d-e053-ca3ca8c0ca7f",71,0,59,0,0,5,4,12,1,0,0,8
"4c07d11e-04bd-851d-e053-ca3ca8c0ca7f",70,0,59,0,0,6,4,13,5,6,0,13
"4c07d11e-04c9-851d-e053-ca3ca8c0ca7f",72,2,60,5,0,10,10,32,13,15,0,0
"4c07d11e-04cb-851d-e053-ca3ca8c0ca7f",111,0,99,67,0,8,9,17,13,6,0,8
"4c07d11e-04e1-851d-e053-ca3ca8c0ca7f",97,6,75,3,0,16,11,42,23,17,1,7
"4c07d11e-04e8-851d-e053-ca3ca8c0ca7f",117,0,112,0,0,8,13,20,5,3,2,15
"4c07d11e-04e9-851d-e053-ca3ca8c0ca7f",113,2,99,13,0,22,14,41,15,22,0,3
"4c07d11e-052d-851d-e053-ca3ca8c0ca7f",72,0,60,3,0,12,13,14,0,5,8,11
"4c07d11e-0537-851d-e053-ca3ca8c0ca7f",106,0,98,4,0,18,15,32,18,8,0,9
"4c07d11e-03af-851d-e053-ca3ca8c0ca7f",109,3,87,63,0,13,15,41,24,10,0,11
"4c07d11e-03ba-851d-e053-ca3ca8c0ca7f",109,6,85,0,0,33,8,36,1,3,4,3
"4c07d11e-03c7-851d-e053-ca3ca8c0ca7f",134,0,121,2,0,4,35,24,19,5,1,35
"4c07d11e-03dc-851d-e053-ca3ca8c0ca7f",116,4,101,20,0,24,7,33,24,16,2,7
"4c07d11e-03e0-851d-e053-ca3ca8c0ca7f",97,0,76,2,0,16,6,30,7,4,0,10
"4c07d11e-03e4-851d-e053-ca3ca8c0ca7f",91,0,83,0,0,6,15,20,7,2,1,9
"4c07d11e-03f5-851d-e053-ca3ca8c0ca7f",105,0,90,4,0,5,16,16,2,4,0,12
"4c07d11e-0402-851d-e053-ca3ca8c0ca7f",178,2,124,4,0,12,18,26,2,6,0,18
"4c07d11e-05fb-851d-e053-ca3ca8c0ca7f",88,0,65,15,1,15,4,12,5,10,41,18
"4c07d11e-0605-851d-e053-ca3ca8c0ca7f",91,0,50,11,1,9,6,20,2,5,13,9
"4c07d11e-060b-851d-e053-ca3ca8c0ca7f",89,0,59,1,0,40,16,27,9,17,1,13
"4c07d11e-061a-851d-e053-ca3ca8c0ca7f",79,2,60,18,0,10,7,19,5,17,30,16
"4c07d11e-061c-851d-e053-ca3ca8c0ca7f",62,0,44,15,0,17,10,17,2,11,31,10
"4c07d11e-0653-851d-e053-ca3ca8c0ca7f",87,1,49,24,0,12,5,15,3,8,13,12
"4c07d11e-0660-851d-e053-ca3ca8c0ca7f",54,0,40,4,0,12,3,10,4,7,2,4
"4c07d11e-0668-851d-e053-ca3ca8c0ca7f",111,2,77,25,0,28,14,26,5,15,72,20
"4c07d11e-0574-851d-e053-ca3ca8c0ca7f",65,0,37,6,0,19,6,20,9,13,2,6
"4c07d11e-057b-851d-e053-ca3ca8c0ca7f",75,1,48,24,0,23,4,37,11,23,1,6
"4c07d11e-0585-851d-e053-ca3ca8c0ca7f",84,0,53,9,0,11,13,23,3,14,1,10
"4c07d11e-058c-851d-e053-ca3ca8c0ca7f",102,0,73,0,0,15,11,32,13,8,2,12
"4c07d11e-058d-851d-e053-ca3ca8c0ca7f",103,0,68,10,0,11,10,15,2,9,69,19
"4c07d11e-05a8-851d-e053-ca3ca8c0ca7f",71,1,55,16,0,19,8,11,2,3,38,12
"4c07d11e-05bd-851d-e053-ca3ca8c0ca7f",75,1,46,6,0,8,7,12,1,7,7,15
"4c07d11e-05d0-851d-e053-ca3ca8c0ca7f",73,1,38,29,0,20,5,23,3,17,48,12
"4c07d11e-07ee-851d-e053-ca3ca8c0ca7f",83,0,60,20,2,7,5,15,5,7,64,17
"4c07d11e-081b-851d-e053-ca3ca8c0ca7f",81,2,57,3,0,6,4,20,3,8,0,11
"4c07d11e-081d-851d-e053-ca3ca8c0ca7f",100,0,90,6,0,18,13,24,2,5,4,8
"4c07d11e-0822-851d-e053-ca3ca8c0ca7f",111,0,48,14,0,11,7,21,2,5,32,21
"4c07d11e-0825-851d-e053-ca3ca8c0ca7f",80,0,47,9,0,8,4,18,8,8,5,10
"4c07d11e-0833-851d-e053-ca3ca8c0ca7f",77,0,50,7,0,4,6,10,0,5,37,15
"4c07d11e-0840-851d-e053-ca3ca8c0ca7f",145,0,94,15,0,15,13,19,4,6,105,31
"4c07d11e-0841-851d-e053-ca3ca8c0ca7f",144,0,88,16,0,15,9,14,2,14,119,37
"4c07d11e-08d5-851d-e053-ca3ca8c0ca7f",76,0,52,8,0,28,8,14,3,8,16,12
"4c07d11e-08d8-851d-e053-ca3ca8c0ca7f",55,0,39,3,0,99,7,9,2,2,2,11
"4c07d11e-08db-851d-e053-ca3ca8c0ca7f",80,0,61,12,0,34,7,25,5,12,11,9
"4c07d11e-08e6-851d-e053-ca3ca8c0ca7f",60,1,42,15,0,78,3,10,1,10,4,7
"4c07d11e-08ff-851d-e053-ca3ca8c0ca7f",123,0,79,17,0,21,8,26,7,23,67,23
"4c07d11e-0909-851d-e053-ca3ca8c0ca7f",113,0,80,18,1,20,9,18,3,20,76,25
"4c07d11e-0910-851d-e053-ca3ca8c0ca7f",104,1,75,19,0,19,17,18,3,16,52,15
"4c07d11e-0915-851d-e053-ca3ca8c0ca7f",124,2,63,38,0,21,11,33,3,17,47,18
"4c07d11e-0515-851d-e053-ca3ca8c0ca7f",115,1,94,26,0,45,20,41,12,17,1,9
"4c07d11e-0519-851d-e053-ca3ca8c0ca7f",101,1,72,0,0,3,6,14,1,1,3,27
"4c07d11e-0532-851d-e053-ca3ca8c0ca7f",89,2,59,18,0,24,11,14,3,11,17,12
"4c07d11e-0548-851d-e053-ca3ca8c0ca7f",76,0,50,17,0,8,10,16,5,6,0,12
"4c07d11e-054b-851d-e053-ca3ca8c0ca7f",83,1,58,18,0,19,3,19,2,8,56,17
"4c07d11e-0558-851d-e053-ca3ca8c0ca7f",65,1,45,19,1,9,3,10,3,9,29,14
"4c07d11e-0581-851d-e053-ca3ca8c0ca7f",102,0,89,1,0,8,5,10,0,4,0,20
"4c07d11e-0582-851d-e053-ca3ca8c0ca7f",110,2,85,25,0,13,15,30,5,14,0,11
"4c07d11e-05be-851d-e053-ca3ca8c0ca7f",158,0,90,15,0,11,21,31,11,8,1,22
"4c07d11e-05cd-851d-e053-ca3ca8c0ca7f",59,0,36,17,0,14,2,13,0,6,28,12
"4c07d11e-05cf-851d-e053-ca3ca8c0ca7f",70,0,47,13,0,18,6,23,4,13,34,7
"4c07d11e-05e5-851d-e053-ca3ca8c0ca7f",135,1,90,18,0,37,17,25,9,11,57,21
"4c07d11e-05ec-851d-e053-ca3ca8c0ca7f",75,0,49,14,0,10,8,15,2,2,49,15
"4c07d11e-05ed-851d-e053-ca3ca8c0ca7f",69,0,51,10,0,16,5,13,1,5,35,11
"4c07d11e-05f1-851d-e053-ca3ca8c0ca7f",131,2,85,24,0,15,9,24,5,18,59,35
"4c07d11e-05f7-851d-e053-ca3ca8c0ca7f",98,0,55,26,0,23,13,21,4,16,40,14
"4c07d11e-0490-851d-e053-ca3ca8c0ca7f",145,0,118,3,0,16,26,23,9,5,3,25
"4c07d11e-0498-851d-e053-ca3ca8c0ca7f",99,0,94,2,0,8,26,23,21,9,0,19
"4c07d11e-04ba-851d-e053-ca3ca8c0ca7f",127,2,83,29,0,9,12,25,5,5,0,19
"4c07d11e-04c3-851d-e053-ca3ca8c0ca7f",49,2,49,0,0,13,4,12,18,0,0,1
"4c07d11e-04d7-851d-e053-ca3ca8c0ca7f",103,0,87,27,0,68,17,50,30,19,0,6
"4c07d11e-04f2-851d-e053-ca3ca8c0ca7f",144,1,132,5,0,8,21,20,25,5,2,22
"4c07d11e-04f3-851d-e053-ca3ca8c0ca7f",111,0,84,6,0,8,18,11,5,1,0,14
"4c07d11e-04f7-851d-e053-ca3ca8c0ca7f",76,1,69,7,0,14,13,15,4,8,0,13
"4c07d11e-03f3-851d-e053-ca3ca8c0ca7f",95,4,67,2,0,12,12,42,25,15,0,7
"4c07d11e-03fc-851d-e053-ca3ca8c0ca7f",93,6,91,1,0,5,2,14,45,5,3,1
"4c07d11e-0408-851d-e053-ca3ca8c0ca7f",68,0,48,3,0,10,11,11,1,3,5,17
"4c07d11e-042a-851d-e053-ca3ca8c0ca7f",149,1,124,0,0,2,6,28,7,6,0,17
"4c07d11e-043b-851d-e053-ca3ca8c0ca7f",143,0,121,2,0,11,20,19,2,2,2,21
"4c07d11e-0481-851d-e053-ca3ca8c0ca7f",82,1,44,14,0,37,4,13,0,6,1,11
"4c07d11e-0482-851d-e053-ca3ca8c0ca7f",118,2,107,81,0,32,17,54,38,29,1,8
"4c07d11e-04bc-851d-e053-ca3ca8c0ca7f",84,1,73,0,0,4,9,13,12,6,0,13
"4c07d11e-053e-851d-e053-ca3ca8c0ca7f",51,0,36,19,0,8,7,15,3,12,14,8
"4c07d11e-0549-851d-e053-ca3ca8c0ca7f",108,0,94,5,0,15,19,26,5,8,3,19
"4c07d11e-055f-851d-e053-ca3ca8c0ca7f",101,0,77,25,1,17,7,21,1,15,48,15
"4c07d11e-0579-851d-e053-ca3ca8c0ca7f",88,2,46,19,0,10,13,18,3,6,10,10
"4c07d11e-0580-851d-e053-ca3ca8c0ca7f",80,0,47,1,0,7,5,8,1,4,1,7
"4c07d11e-0589-851d-e053-ca3ca8c0ca7f",108,2,90,19,0,26,16,44,18,15,10,6
"4c07d11e-0597-851d-e053-ca3ca8c0ca7f",73,1,49,22,0,6,7,17,6,12,33,14
"4c07d11e-05a0-851d-e053-ca3ca8c0ca7f",110,0,79,17,0,18,5,27,5,15,34,19
"4c07d11e-0409-851d-e053-ca3ca8c0ca7f",90,1,64,5,0,13,9,28,10,4,0,9
"4c07d11e-0414-851d-e053-ca3ca8c0ca7f",129,1,125,3,0,16,13,23,14,6,8,8
"4c07d11e-0416-851d-e053-ca3ca8c0ca7f",106,2,89,0,0,6,7,20,3,4,2,13
"4c07d11e-0434-851d-e053-ca3ca8c0ca7f",110,1,73,4,0,9,10,12,1,1,0,25
"4c07d11e-0438-851d-e053-ca3ca8c0ca7f",101,0,81,6,0,10,5,17,5,2,0,9
"4c07d11e-044c-851d-e053-ca3ca8c0ca7f",106,0,89,2,0,5,14,13,4,2,0,16
"4c07d11e-0450-851d-e053-ca3ca8c0ca7f",122,4,66,5,0,80,14,30,9,14,3,5
"4c07d11e-0457-851d-e053-ca3ca8c0ca7f",102,2,72,17,0,31,8,28,6,8,0,7
"4c07d11e-0679-851d-e053-ca3ca8c0ca7f",86,1,50,27,0,18,4,21,5,8,36,8
"4c07d11e-069e-851d-e053-ca3ca8c0ca7f",117,0,67,11,0,5,6,16,1,4,113,17
"4c07d11e-06b7-851d-e053-ca3ca8c0ca7f",116,0,86,28,0,7,9,22,3,18,34,14
"4c07d11e-070a-851d-e053-ca3ca8c0ca7f",107,3,81,8,0,10,10,21,4,7,0,7
"4c07d11e-070e-851d-e053-ca3ca8c0ca7f",127,1,90,23,0,13,14,23,10,9,16,25
"4c07d11e-070f-851d-e053-ca3ca8c0ca7f",115,1,77,46,0,35,11,29,2,7,4,17
"4c07d11e-0729-851d-e053-ca3ca8c0ca7f",58,1,38,15,0,19,8,14,3,8,3,7
"4c07d11e-072c-851d-e053-ca3ca8c0ca7f",88,0,67,20,0,36,12,43,15,14,0,9
"4c07d11e-05dc-851d-e053-ca3ca8c0ca7f",58,0,45,0,0,4,6,6,1,2,0,11
"4c07d11e-05e9-851d-e053-ca3ca8c0ca7f",80,3,51,16,0,16,9,12,4,10,42,7
"4c07d11e-05f0-851d-e053-ca3ca8c0ca7f",94,0,76,26,1,31,7,28,2,19,49,13
"4c07d11e-05f3-851d-e053-ca3ca8c0ca7f",92,1,70,11,0,14,11,19,6,10,35,13
"4c07d11e-0619-851d-e053-ca3ca8c0ca7f",50,3,27,10,0,21,8,11,3,8,33,8
"4c07d11e-063f-851d-e053-ca3ca8c0ca7f",111,0,67,15,0,11,11,15,1,13,36,15
"4c07d11e-064d-851d-e053-ca3ca8c0ca7f",104,0,60,24,1,9,5,13,8,15,8,15
"4c07d11e-0657-851d-e053-ca3ca8c0ca7f",121,1,70,6,1,32,35,33,16,13,0,12
"4c07d11e-0858-851d-e053-ca3ca8c0ca7f",69,2,51,2,2,7,5,9,3,7,4,16
"4c07d11e-0880-851d-e053-ca3ca8c0ca7f",76,1,47,24,1,12,5,19,11,9,72,10
"4c07d11e-08a6-851d-e053-ca3ca8c0ca7f",92,2,58,10,0,31,7,18,5,8,13,17
"4c07d11e-08a7-851d-e053-ca3ca8c0ca7f",46,0,31,6,1,43,5,12,3,4,2,3
"4c07d11e-08af-851d-e053-ca3ca8c0ca7f",125,2,109,0,0,2,22,29,26,10,0,24
"4c07d11e-08bc-851d-e053-ca3ca8c0ca7f",75,0,47,19,0,23,14,15,0,13,57,11
"4c07d11e-08c7-851d-e053-ca3ca8c0ca7f",76,0,48,9,0,13,3,15,4,13,71,15
"4c07d11e-08c9-851d-e053-ca3ca8c0ca7f",86,2,59,25,0,12,8,16,3,12,65,13
"4c07d11e-0938-851d-e053-ca3ca8c0ca7f",93,1,49,24,7,5,9,18,4,6,48,15
"4c07d11e-093b-851d-e053-ca3ca8c0ca7f",131,1,101,28,0,19,23,32,20,18,3,9
"4c07d11e-095b-851d-e053-ca3ca8c0ca7f",54,0,37,1,0,9,4,14,1,1,0,6
"4c07d11e-0960-851d-e053-ca3ca8c0ca7f",48,1,36,3,0,5,9,15,9,7,0,5
"4c07d11e-0979-851d-e053-ca3ca8c0ca7f",88,1,78,5,0,27,9,25,9,8,1,8
"4c07d11e-0980-851d-e053-ca3ca8c0ca7f",90,1,70,18,0,34,5,22,4,24,33,16
"4c07d11e-0983-851d-e053-ca3ca8c0ca7f",115,1,93,10,0,50,9,25,5,13,12,14
"4c07d11e-0995-851d-e053-ca3ca8c0ca7f",133,1,104,5,0,13,17,23,3,8,3,24
"4c07d11e-0586-851d-e053-ca3ca8c0ca7f",96,1,80,2,0,7,10,17,6,6,0,13
"4c07d11e-05ac-851d-e053-ca3ca8c0ca7f",58,1,38,17,0,48,5,16,2,6,2,5
"4c07d11e-05ad-851d-e053-ca3ca8c0ca7f",83,3,52,18,0,45,4,31,4,11,11,2
"4c07d11e-05ba-851d-e053-ca3ca8c0ca7f",99,6,73,14,0,9,6,18,6,6,5,16
"4c07d11e-05d9-851d-e053-ca3ca8c0ca7f",59,0,33,18,0,19,4,20,5,8,37,6
"4c07d11e-05da-851d-e053-ca3ca8c0ca7f",92,0,57,21,0,21,6,28,4,12,6,18
"4c07d11e-05ea-851d-e053-ca3ca8c0ca7f",124,2,99,24,0,27,9,25,12,12,15,24
"4c07d11e-05eb-851d-e053-ca3ca8c0ca7f",71,3,59,16,0,16,6,18,2,9,10,17
"4c07d11e-0601-851d-e053-ca3ca8c0ca7f",186,0,96,16,1,11,8,29,4,7,10,33
"4c07d11e-0616-851d-e053-ca3ca8c0ca7f",183,1,146,33,0,108,23,52,4,17,24,17
"4c07d11e-0620-851d-e053-ca3ca8c0ca7f",93,1,66,19,0,18,8,21,6,15,16,20
"4c07d11e-0623-851d-e053-ca3ca8c0ca7f",60,1,42,19,0,21,10,18,6,16,37,9
"4c07d11e-0637-851d-e053-ca3ca8c0ca7f",96,2,55,16,1,9,5,10,0,10,13,22
"4c07d11e-063e-851d-e053-ca3ca8c0ca7f",73,3,45,13,0,6,7,7,0,3,2,14
"4c07d11e-0665-851d-e053-ca3ca8c0ca7f",107,1,81,23,0,326,9,45,30,28,0,2
"4c07d11e-0671-851d-e053-ca3ca8c0ca7f",97,1,55,14,0,10,5,17,4,8,5,20
"4c07d11e-04fd-851d-e053-ca3ca8c0ca7f",95,2,65,54,0,9,1,16,5,3,0,27
"4c07d11e-0508-851d-e053-ca3ca8c0ca7f",113,2,81,3,0,28,25,37,27,19,1,6
"4c07d11e-0529-851d-e053-ca3ca8c0ca7f",84,0,57,24,0,8,6,11,0,7,45,14
"4c07d11e-052a-851d-e053-ca3ca8c0ca7f",91,0,72,17,0,12,13,24,6,10,18,10
"4c07d11e-0539-851d-e053-ca3ca8c0ca7f",69,0,49,15,1,12,7,16,1,11,17,5
"4c07d11e-0546-851d-e053-ca3ca8c0ca7f",46,0,37,9,0,16,2,15,5,8,33,4
"4c07d11e-0552-851d-e053-ca3ca8c0ca7f",88,0,63,22,1,9,7,28,8,10,49,14
"4c07d11e-0553-851d-e053-ca3ca8c0ca7f",101,0,62,22,0,11,6,19,2,10,52,25
"4c07d11e-04c6-851d-e053-ca3ca8c0ca7f",68,0,44,20,0,13,6,13,4,2,0,7
"4c07d11e-04d4-851d-e053-ca3ca8c0ca7f",105,2,96,8,0,16,14,18,9,6,1,18
"4c07d11e-04d9-851d-e053-ca3ca8c0ca7f",165,7,128,91,0,25,7,57,41,12,0,20
"4c07d11e-04ef-851d-e053-ca3ca8c0ca7f",123,0,102,3,0,9,14,18,15,15,0,10
