"SA_GUID__1","householdsTotal","noHeating","noRenewableEnergyHouses","yearBuilt","mobHome","unoccupiedDwellings","oneParent","onePerson","noCar","noInternet","priWater","familyUnits"
"4c07d11e-1d45-851d-e053-ca3ca8c0ca7f",116,0,108,0,0,1,13,18,3,3,0,15
"4c07d11e-1d60-851d-e053-ca3ca8c0ca7f",81,0,65,3,0,11,5,21,8,3,0,14
"4c07d11e-1d66-851d-e053-ca3ca8c0ca7f",95,0,91,1,0,6,14,11,6,2,0,13
"4c07d11e-1d69-851d-e053-ca3ca8c0ca7f",72,0,61,1,0,4,17,13,6,7,0,8
"4c07d11e-1d6e-851d-e053-ca3ca8c0ca7f",87,7,70,53,0,36,9,40,27,21,1,7
"4c07d11e-1d70-851d-e053-ca3ca8c0ca7f",77,1,69,1,0,8,16,37,25,14,0,14
"4c07d11e-1eaa-851d-e053-ca3ca8c0ca7f",80,0,77,1,0,3,7,20,5,3,0,4
"4c07d11e-1eb6-851d-e053-ca3ca8c0ca7f",73,1,57,1,0,11,17,16,6,3,0,7
"4c07d11e-1ec1-851d-e053-ca3ca8c0ca7f",84,7,77,31,0,29,5,56,23,13,0,2
"4c07d11e-1ec6-851d-e053-ca3ca8c0ca7f",89,0,87,0,0,10,7,24,20,5,0,0
"4c07d11e-1ecd-851d-e053-ca3ca8c0ca7f",104,1,61,16,0,16,9,68,55,27,0,2
"4c07d11e-1ed0-851d-e053-ca3ca8c0ca7f",122,1,114,0,0,3,32,22,9,10,0,20
"4c07d11e-1ed2-851d-e053-ca3ca8c0ca7f",72,0,68,0,0,2,7,21,5,7,0,5
"4c07d11e-1ee6-851d-e053-ca3ca8c0ca7f",85,1,67,0,0,5,16,18,10,10,0,11
"4c07d11e-1dd6-851d-e053-ca3ca8c0ca7f",67,2,62,0,0,6,10,22,20,14,0,3
"4c07d11e-1de4-851d-e053-ca3ca8c0ca7f",110,0,91,1,0,6,6,31,6,8,0,8
"4c07d11e-1e01-851d-e053-ca3ca8c0ca7f",72,0,58,1,0,7,11,22,8,9,0,4
"4c07d11e-1e11-851d-e053-ca3ca8c0ca7f",111,2,107,30,0,8,14,60,52,33,0,5
"4c07d11e-1e15-851d-e053-ca3ca8c0ca7f",101,0,79,0,0,7,10,15,4,2,1,10
"4c07d11e-1e25-851d-e053-ca3ca8c0ca7f",74,2,73,18,0,14,16,25,26,12,1,2
"4c07d11e-1e2d-851d-e053-ca3ca8c0ca7f",94,1,78,18,0,15,5,19,11,4,0,12
"4c07d11e-1e38-851d-e053-ca3ca8c0ca7f",115,0,93,0,0,12,14,26,11,2,0,12
"4c07d11e-1e2f-851d-e053-ca3ca8c0ca7f",121,2,109,1,0,22,13,35,17,11,0,9
"4c07d11e-1e40-851d-e053-ca3ca8c0ca7f",72,0,55,29,0,9,11,26,7,6,0,3
"4c07d11e-1e4a-851d-e053-ca3ca8c0ca7f",78,3,69,10,0,17,8,30,20,5,1,1
"4c07d11e-1e55-851d-e053-ca3ca8c0ca7f",122,1,104,1,0,10,15,22,7,5,0,24
"4c07d11e-1e5d-851d-e053-ca3ca8c0ca7f",84,0,71,5,0,11,7,32,12,11,0,8
"4c07d11e-1e62-851d-e053-ca3ca8c0ca7f",97,0,73,9,0,8,7,37,15,9,0,4
"4c07d11e-1e70-851d-e053-ca3ca8c0ca7f",170,3,167,17,0,14,19,73,71,25,0,3
"4c07d11e-1e7d-851d-e053-ca3ca8c0ca7f",91,1,87,55,0,15,6,26,24,11,0,6
"4c07d11e-1f8b-851d-e053-ca3ca8c0ca7f",143,0,134,2,0,5,39,28,22,9,1,29
"4c07d11e-1fa0-851d-e053-ca3ca8c0ca7f",96,2,81,73,0,12,18,36,24,18,0,2
"4c07d11e-1fae-851d-e053-ca3ca8c0ca7f",86,1,73,4,0,7,3,41,28,21,0,2
"4c07d11e-1fcb-851d-e053-ca3ca8c0ca7f",108,2,71,3,0,5,16,13,13,11,0,8
"4c07d11e-1fcc-851d-e053-ca3ca8c0ca7f",82,0,62,0,0,2,4,17,1,3,0,7
"4c07d11e-1fd7-851d-e053-ca3ca8c0ca7f",104,1,91,0,0,2,11,31,13,10,0,6
"4c07d11e-1fe0-851d-e053-ca3ca8c0ca7f",80,1,68,1,0,4,14,16,9,8,0,11
"4c07d11e-1fe5-851d-e053-ca3ca8c0ca7f",85,0,67,0,0,4,10,10,2,2,0,11
"4c07d11e-1e27-851d-e053-ca3ca8c0ca7f",107,2,98,2,0,9,11,28,13,11,0,7
"4c07d11e-1e2c-851d-e053-ca3ca8c0ca7f",83,0,58,15,0,17,6,18,1,2,1,10
"4c07d11e-1e3f-851d-e053-ca3ca8c0ca7f",91,2,70,8,0,9,11,31,22,13,0,3
"4c07d11e-1e48-851d-e053-ca3ca8c0ca7f",121,2,109,10,0,2,12,44,23,12,0,7
"4c07d11e-1e56-851d-e053-ca3ca8c0ca7f",77,0,61,0,0,9,6,20,3,5,0,9
"4c07d11e-1e69-851d-e053-ca3ca8c0ca7f",96,1,91,12,0,7,24,25,35,14,0,15
"4c07d11e-1e6a-851d-e053-ca3ca8c0ca7f",77,1,72,0,0,7,8,30,16,13,0,3
"4c07d11e-1e77-851d-e053-ca3ca8c0ca7f",107,2,92,4,0,6,12,41,35,19,0,4
"4c07d11e-2411-851d-e053-ca3ca8c0ca7f",125,1,106,0,0,3,17,16,2,3,0,26
"4c07d11e-242d-851d-e053-ca3ca8c0ca7f",67,2,59,30,0,18,5,32,20,16,0,1
"4c07d11e-2438-851d-e053-ca3ca8c0ca7f",141,2,130,0,0,7,24,24,13,4,0,30
"4c07d11e-2441-851d-e053-ca3ca8c0ca7f",101,5,78,31,0,23,14,36,33,16,0,8
"4c07d11e-244a-851d-e053-ca3ca8c0ca7f",97,1,84,10,0,15,10,33,14,9,0,3
"4c07d11e-244b-851d-e053-ca3ca8c0ca7f",77,1,68,1,0,8,10,22,11,9,0,8
"4c07d11e-2458-851d-e053-ca3ca8c0ca7f",101,0,72,0,0,2,13,16,6,5,0,18
"4c07d11e-245a-851d-e053-ca3ca8c0ca7f",75,1,67,12,0,16,5,26,12,12,0,6
"4c07d11e-21e1-851d-e053-ca3ca8c0ca7f",82,2,62,12,1,34,7,26,6,10,0,7
"4c07d11e-21e3-851d-e053-ca3ca8c0ca7f",103,0,79,3,0,9,15,31,12,7,0,10
"4c07d11e-21fe-851d-e053-ca3ca8c0ca7f",74,0,64,38,0,20,6,22,17,9,0,6
"4c07d11e-2217-851d-e053-ca3ca8c0ca7f",118,0,91,4,0,8,9,21,7,5,0,12
"4c07d11e-2219-851d-e053-ca3ca8c0ca7f",105,2,81,34,0,16,13,30,22,8,0,8
"4c07d11e-2227-851d-e053-ca3ca8c0ca7f",159,6,128,0,0,7,36,42,28,17,0,12
"4c07d11e-2233-851d-e053-ca3ca8c0ca7f",89,3,77,38,0,18,12,36,31,20,0,2
"4c07d11e-2234-851d-e053-ca3ca8c0ca7f",110,0,84,0,0,23,12,18,8,3,1,15
"4c07d11e-2230-851d-e053-ca3ca8c0ca7f",93,4,78,25,0,6,9,27,19,12,0,10
"4c07d11e-2237-851d-e053-ca3ca8c0ca7f",114,1,88,1,0,3,13,23,8,4,3,5
"4c07d11e-2247-851d-e053-ca3ca8c0ca7f",158,0,134,0,0,5,13,23,6,6,0,21
"4c07d11e-224b-851d-e053-ca3ca8c0ca7f",77,0,75,0,0,0,13,7,5,0,0,15
"4c07d11e-224d-851d-e053-ca3ca8c0ca7f",81,2,75,0,0,2,19,26,22,12,0,15
"4c07d11e-2253-851d-e053-ca3ca8c0ca7f",93,1,86,0,0,1,12,5,0,0,1,17
"4c07d11e-226b-851d-e053-ca3ca8c0ca7f",113,0,97,9,0,4,12,18,6,4,0,17
"4c07d11e-2270-851d-e053-ca3ca8c0ca7f",116,5,98,62,0,9,16,40,30,28,0,5
"4c07d11e-1b7d-851d-e053-ca3ca8c0ca7f",117,0,107,0,0,7,12,8,4,1,0,29
"4c07d11e-1b8a-851d-e053-ca3ca8c0ca7f",88,0,83,0,0,1,8,11,3,0,0,23
"4c07d11e-1b8d-851d-e053-ca3ca8c0ca7f",110,0,105,0,0,5,10,5,4,2,0,17
"4c07d11e-1ba5-851d-e053-ca3ca8c0ca7f",113,1,104,1,0,3,9,11,5,0,0,26
"4c07d11e-1ba7-851d-e053-ca3ca8c0ca7f",137,0,126,0,0,3,10,5,4,0,0,20
"4c07d11e-1bdd-851d-e053-ca3ca8c0ca7f",98,0,88,4,0,9,14,24,15,8,1,13
"4c07d11e-1be4-851d-e053-ca3ca8c0ca7f",104,1,87,1,0,5,5,14,6,4,0,11
"4c07d11e-1bf8-851d-e053-ca3ca8c0ca7f",68,0,60,24,0,10,10,18,10,4,0,8
"4c07d11e-1dfb-851d-e053-ca3ca8c0ca7f",139,2,129,0,0,4,32,39,50,11,0,18
"4c07d11e-1dfc-851d-e053-ca3ca8c0ca7f",80,2,74,0,0,5,14,18,19,5,0,10
"4c07d11e-1e4d-851d-e053-ca3ca8c0ca7f",76,2,70,7,0,6,5,20,11,4,0,2
"4c07d11e-1e4f-851d-e053-ca3ca8c0ca7f",78,0,74,0,0,2,12,8,7,1,0,7
"4c07d11e-1e51-851d-e053-ca3ca8c0ca7f",79,1,68,2,0,5,11,16,5,6,0,6
"4c07d11e-1e53-851d-e053-ca3ca8c0ca7f",121,1,75,30,0,15,8,31,16,7,0,8
"4c07d11e-1e5e-851d-e053-ca3ca8c0ca7f",104,1,89,86,0,16,6,33,17,12,0,2
"4c07d11e-1e74-851d-e053-ca3ca8c0ca7f",82,1,77,5,0,3,24,26,36,18,0,5
"4c07d11e-2137-851d-e053-ca3ca8c0ca7f",144,2,138,0,0,3,41,23,15,6,0,27
"4c07d11e-2138-851d-e053-ca3ca8c0ca7f",112,0,93,1,0,10,15,26,4,2,0,7
"4c07d11e-213f-851d-e053-ca3ca8c0ca7f",102,0,85,4,0,9,9,32,10,2,0,8
"4c07d11e-2140-851d-e053-ca3ca8c0ca7f",105,3,103,4,0,1,26,21,33,8,0,11
"4c07d11e-214e-851d-e053-ca3ca8c0ca7f",139,2,135,9,0,6,15,76,90,45,1,11
"4c07d11e-2152-851d-e053-ca3ca8c0ca7f",120,3,117,51,0,4,13,28,32,10,0,1
"4c07d11e-215a-851d-e053-ca3ca8c0ca7f",108,0,106,7,0,7,9,45,45,28,0,9
"4c07d11e-2165-851d-e053-ca3ca8c0ca7f",123,4,102,8,17,4,25,32,34,19,0,12
"4c07d11e-1eed-851d-e053-ca3ca8c0ca7f",103,1,81,0,0,13,11,21,4,3,0,12
"4c07d11e-1efa-851d-e053-ca3ca8c0ca7f",88,5,75,1,0,9,9,46,41,23,0,3
"4c07d11e-1f1a-851d-e053-ca3ca8c0ca7f",83,2,70,0,0,36,7,14,17,9,1,3
"4c07d11e-1f27-851d-e053-ca3ca8c0ca7f",72,1,59,0,0,16,12,15,11,16,0,8
"4c07d11e-1f5d-851d-e053-ca3ca8c0ca7f",126,1,104,34,0,7,14,25,14,17,1,14
"4c07d11e-1f64-851d-e053-ca3ca8c0ca7f",110,0,98,0,0,8,15,24,15,14,0,11
"4c07d11e-1f6f-851d-e053-ca3ca8c0ca7f",96,0,94,0,0,20,10,44,20,7,0,2
"4c07d11e-1f70-851d-e053-ca3ca8c0ca7f",127,2,116,6,0,8,14,42,31,27,0,9
"4c07d11e-1e50-851d-e053-ca3ca8c0ca7f",85,0,74,0,0,7,11,16,6,5,1,4
"4c07d11e-1e60-851d-e053-ca3ca8c0ca7f",90,2,71,34,0,27,12,40,25,17,0,1
"4c07d11e-1e65-851d-e053-ca3ca8c0ca7f",106,0,69,50,0,20,4,23,8,1,0,13
"4c07d11e-1e6f-851d-e053-ca3ca8c0ca7f",95,1,69,10,0,11,15,33,16,10,0,11
"4c07d11e-1e92-851d-e053-ca3ca8c0ca7f",69,3,46,4,0,15,14,19,9,11,0,8
"4c07d11e-1ea8-851d-e053-ca3ca8c0ca7f",62,2,52,27,0,16,10,24,21,15,0,5
"4c07d11e-1ea9-851d-e053-ca3ca8c0ca7f",124,0,95,0,0,3,17,6,3,1,0,17
"4c07d11e-1eac-851d-e053-ca3ca8c0ca7f",105,4,95,33,0,21,14,54,37,26,0,5
"4c07d11e-1e7f-851d-e053-ca3ca8c0ca7f",119,0,110,0,0,7,38,26,43,13,1,20
"4c07d11e-1e80-851d-e053-ca3ca8c0ca7f",131,1,109,37,0,13,13,41,32,16,0,9
"4c07d11e-1e9a-851d-e053-ca3ca8c0ca7f",84,0,79,0,0,3,9,11,1,0,0,10
"4c07d11e-1eb1-851d-e053-ca3ca8c0ca7f",108,0,97,7,0,17,11,32,15,9,0,10
"4c07d11e-1ec2-851d-e053-ca3ca8c0ca7f",105,7,95,20,0,26,9,56,39,14,0,3
"4c07d11e-1ed3-851d-e053-ca3ca8c0ca7f",121,2,88,8,0,12,15,46,30,19,0,11
"4c07d11e-1ef2-851d-e053-ca3ca8c0ca7f",105,0,84,0,0,11,8,18,4,7,0,18
"4c07d11e-1ef6-851d-e053-ca3ca8c0ca7f",117,3,113,3,0,6,28,33,40,17,0,19
"4c07d11e-1d74-851d-e053-ca3ca8c0ca7f",70,1,60,3,0,3,8,11,1,3,0,9
"4c07d11e-1d7b-851d-e053-ca3ca8c0ca7f",76,0,67,0,0,1,17,21,26,12,0,8
"4c07d11e-1d95-851d-e053-ca3ca8c0ca7f",107,0,92,1,0,12,24,15,9,8,2,9
"4c07d11e-1d9c-851d-e053-ca3ca8c0ca7f",67,1,61,10,0,14,15,19,16,8,0,3
"4c07d11e-1da4-851d-e053-ca3ca8c0ca7f",97,0,84,0,0,12,9,29,8,14,0,11
"4c07d11e-1db1-851d-e053-ca3ca8c0ca7f",88,1,76,1,0,13,9,20,12,4,0,8
"4c07d11e-1dbe-851d-e053-ca3ca8c0ca7f",73,0,64,2,0,2,13,20,15,9,0,6
"4c07d11e-1dcf-851d-e053-ca3ca8c0ca7f",102,2,90,26,0,14,14,34,30,17,0,16
"4c07d11e-1ff6-851d-e053-ca3ca8c0ca7f",119,0,91,7,5,6,24,26,16,8,0,14
"4c07d11e-200d-851d-e053-ca3ca8c0ca7f",78,0,73,0,0,5,4,17,8,2,0,9
"4c07d11e-2013-851d-e053-ca3ca8c0ca7f",75,0,67,23,0,28,16,30,19,6,1,5
"4c07d11e-2018-851d-e053-ca3ca8c0ca7f",101,0,93,0,0,6,10,13,4,1,0,23
"4c07d11e-2029-851d-e053-ca3ca8c0ca7f",79,0,69,1,0,3,9,8,4,4,2,17
"4c07d11e-2031-851d-e053-ca3ca8c0ca7f",85,0,69,0,0,5,13,10,3,1,0,9
"4c07d11e-204e-851d-e053-ca3ca8c0ca7f",143,3,140,9,0,11,38,47,53,21,0,26
"4c07d11e-2061-851d-e053-ca3ca8c0ca7f",97,2,78,16,0,10,11,26,11,13,0,9
"4c07d11e-1e78-851d-e053-ca3ca8c0ca7f",84,1,70,10,0,28,11,33,27,17,1,3
"4c07d11e-1ea4-851d-e053-ca3ca8c0ca7f",99,2,81,0,0,13,8,26,12,3,0,8
"4c07d11e-1ea7-851d-e053-ca3ca8c0ca7f",87,3,65,5,0,19,7,28,12,7,0,5
"4c07d11e-1ead-851d-e053-ca3ca8c0ca7f",128,2,112,0,0,5,22,17,10,1,0,19
"4c07d11e-1eb7-851d-e053-ca3ca8c0ca7f",97,6,82,42,0,23,25,33,16,10,0,9
"4c07d11e-1eb8-851d-e053-ca3ca8c0ca7f",117,2,93,20,0,11,16,29,14,11,1,7
"4c07d11e-1ec7-851d-e053-ca3ca8c0ca7f",122,2,105,7,0,2,16,19,6,6,1,16
"4c07d11e-1ee9-851d-e053-ca3ca8c0ca7f",115,3,101,0,0,12,15,33,18,9,0,12
"4c07d11e-227a-851d-e053-ca3ca8c0ca7f",85,3,66,12,0,7,23,10,12,12,0,12
"4c07d11e-227c-851d-e053-ca3ca8c0ca7f",83,1,72,0,0,7,21,14,13,1,0,7
"4c07d11e-2284-851d-e053-ca3ca8c0ca7f",69,1,56,12,0,14,6,24,3,5,0,3
"4c07d11e-2287-851d-e053-ca3ca8c0ca7f",124,0,93,13,0,8,16,13,0,4,0,18
"4c07d11e-228b-851d-e053-ca3ca8c0ca7f",71,2,55,20,0,4,12,17,14,2,0,6
"4c07d11e-229b-851d-e053-ca3ca8c0ca7f",98,1,76,2,0,8,10,26,6,6,0,12
"4c07d11e-22ba-851d-e053-ca3ca8c0ca7f",94,5,89,36,0,23,9,48,33,22,0,3
"4c07d11e-22c5-851d-e053-ca3ca8c0ca7f",129,0,114,16,0,16,17,51,32,18,1,7
"4c07d11e-245d-851d-e053-ca3ca8c0ca7f",88,2,72,15,0,6,8,32,26,21,0,6
"4c07d11e-247d-851d-e053-ca3ca8c0ca7f",54,0,52,26,0,20,7,28,28,11,1,1
"4c07d11e-2481-851d-e053-ca3ca8c0ca7f",83,0,76,1,0,10,15,11,19,5,0,31
"4c07d11e-2483-851d-e053-ca3ca8c0ca7f",122,0,115,0,0,3,10,15,3,2,0,26
"4c07d11e-2485-851d-e053-ca3ca8c0ca7f",93,0,86,0,0,3,8,13,2,2,0,22
"4c07d11e-2494-851d-e053-ca3ca8c0ca7f",100,2,71,44,0,7,5,26,5,6,1,13
"4c07d11e-249e-851d-e053-ca3ca8c0ca7f",105,1,95,10,0,16,15,41,39,25,0,8
"4c07d11e-24a8-851d-e053-ca3ca8c0ca7f",104,2,94,71,0,23,2,26,20,6,0,5
"4c07d11e-2236-851d-e053-ca3ca8c0ca7f",119,3,89,4,0,5,20,24,8,15,0,12
"4c07d11e-2240-851d-e053-ca3ca8c0ca7f",120,1,116,0,0,6,26,16,10,3,0,14
"4c07d11e-2242-851d-e053-ca3ca8c0ca7f",100,0,86,0,0,1,11,17,6,5,0,9
"4c07d11e-2244-851d-e053-ca3ca8c0ca7f",95,0,86,0,0,4,8,4,2,0,0,27
"4c07d11e-2249-851d-e053-ca3ca8c0ca7f",75,0,67,0,0,0,6,16,2,1,0,6
"4c07d11e-225f-851d-e053-ca3ca8c0ca7f",87,0,74,0,0,0,21,15,14,7,0,10
"4c07d11e-226e-851d-e053-ca3ca8c0ca7f",114,0,106,0,0,5,4,33,9,3,0,9
"4c07d11e-2271-851d-e053-ca3ca8c0ca7f",108,1,90,0,0,8,10,43,40,27,0,7
"4c07d11e-1bfd-851d-e053-ca3ca8c0ca7f",132,0,120,0,0,3,10,29,7,7,0,12
"4c07d11e-1c24-851d-e053-ca3ca8c0ca7f",106,1,103,0,0,4,26,18,28,11,0,19
"4c07d11e-1c29-851d-e053-ca3ca8c0ca7f",89,0,87,0,0,3,17,15,11,4,0,6
"4c07d11e-1c3b-851d-e053-ca3ca8c0ca7f",81,0,75,0,0,5,7,14,2,1,0,7
"4c07d11e-1c3e-851d-e053-ca3ca8c0ca7f",118,1,104,22,0,12,8,30,23,8,0,4
"4c07d11e-1c40-851d-e053-ca3ca8c0ca7f",106,0,89,0,0,3,8,21,2,1,0,7
"4c07d11e-1c48-851d-e053-ca3ca8c0ca7f",79,0,72,27,0,15,13,27,17,8,0,5
"4c07d11e-1c53-851d-e053-ca3ca8c0ca7f",125,1,118,13,0,9,24,29,31,13,0,11
"4c07d11e-1e81-851d-e053-ca3ca8c0ca7f",93,0,84,1,0,8,23,29,42,18,0,9
"4c07d11e-1e82-851d-e053-ca3ca8c0ca7f",113,1,83,1,0,6,39,23,52,22,0,25
"4c07d11e-1e8f-851d-e053-ca3ca8c0ca7f",104,0,87,0,0,4,10,16,2,4,0,17
"4c07d11e-1e9b-851d-e053-ca3ca8c0ca7f",102,0,95,0,0,6,9,13,5,3,0,18
"4c07d11e-1ea3-851d-e053-ca3ca8c0ca7f",109,0,86,1,0,9,9,31,5,6,0,3
"4c07d11e-1eb0-851d-e053-ca3ca8c0ca7f",102,0,83,0,0,19,7,21,6,4,0,6
"4c07d11e-1eb3-851d-e053-ca3ca8c0ca7f",81,0,72,0,0,3,9,5,0,0,0,16
"4c07d11e-1ebf-851d-e053-ca3ca8c0ca7f",91,1,78,4,0,2,4,22,6,3,0,10
"4c07d11e-2194-851d-e053-ca3ca8c0ca7f",104,2,91,56,0,11,7,38,21,8,0,5
"4c07d11e-2199-851d-e053-ca3ca8c0ca7f",110,1,97,79,0,11,6,43,36,3,0,4
"4c07d11e-21a3-851d-e053-ca3ca8c0ca7f",94,0,80,66,0,5,4,37,31,5,0,6
"4c07d11e-21b7-851d-e053-ca3ca8c0ca7f",91,0,82,0,0,2,8,9,9,3,0,7
"4c07d11e-21cc-851d-e053-ca3ca8c0ca7f",83,0,70,1,0,1,11,23,5,1,0,5
"4c07d11e-21ce-851d-e053-ca3ca8c0ca7f",76,0,67,3,0,21,8,6,4,0,0,13
"4c07d11e-21cf-851d-e053-ca3ca8c0ca7f",84,1,76,0,2,1,10,9,4,1,0,10
"4c07d11e-21e9-851d-e053-ca3ca8c0ca7f",113,1,105,4,0,8,37,15,26,4,0,21
"4c07d11e-1ecb-851d-e053-ca3ca8c0ca7f",54,1,50,5,0,25,4,26,15,9,0,2
"4c07d11e-1ece-851d-e053-ca3ca8c0ca7f",77,0,53,2,0,0,6,3,0,0,0,18
"4c07d11e-1ed6-851d-e053-ca3ca8c0ca7f",106,1,98,15,0,28,14,50,59,16,1,3
"4c07d11e-1ed9-851d-e053-ca3ca8c0ca7f",143,0,123,1,0,4,16,15,3,1,0,26
"4c07d11e-1efd-851d-e053-ca3ca8c0ca7f",120,1,77,0,0,5,37,26,27,15,0,26
"4c07d11e-1f21-851d-e053-ca3ca8c0ca7f",75,2,68,0,0,4,24,18,17,13,0,11
"4c07d11e-1f2e-851d-e053-ca3ca8c0ca7f",77,1,67,0,0,5,8,13,5,5,0,4
"4c07d11e-1f39-851d-e053-ca3ca8c0ca7f",80,0,59,0,0,5,13,12,8,7,0,8
"4c07d11e-1dd8-851d-e053-ca3ca8c0ca7f",122,1,82,0,0,5,15,8,2,5,0,16
"4c07d11e-1dea-851d-e053-ca3ca8c0ca7f",131,2,114,72,0,11,32,37,33,13,0,13
"4c07d11e-1ded-851d-e053-ca3ca8c0ca7f",73,0,56,0,0,6,4,19,1,2,0,4
"4c07d11e-1dff-851d-e053-ca3ca8c0ca7f",121,0,112,1,0,19,12,46,23,5,3,3
"4c07d11e-1e13-851d-e053-ca3ca8c0ca7f",91,0,84,0,0,6,14,17,5,3,0,9
"4c07d11e-1e1a-851d-e053-ca3ca8c0ca7f",96,0,82,0,0,8,5,32,12,12,0,3
"4c07d11e-1e24-851d-e053-ca3ca8c0ca7f",98,0,95,0,0,9,9,17,11,2,1,4
"4c07d11e-1e3a-851d-e053-ca3ca8c0ca7f",82,0,73,0,0,3,11,20,9,4,0,5
"4c07d11e-1ef7-851d-e053-ca3ca8c0ca7f",98,1,70,7,0,18,6,24,13,14,0,6
"4c07d11e-1efb-851d-e053-ca3ca8c0ca7f",81,2,69,13,0,9,12,19,17,9,0,6
"4c07d11e-1f08-851d-e053-ca3ca8c0ca7f",105,0,94,2,0,4,15,25,7,2,0,9
"4c07d11e-1f0e-851d-e053-ca3ca8c0ca7f",86,2,56,17,0,23,8,16,5,6,0,9
"4c07d11e-1f1c-851d-e053-ca3ca8c0ca7f",77,1,66,0,0,5,11,16,6,5,1,9
"4c07d11e-1f24-851d-e053-ca3ca8c0ca7f",93,1,74,3,0,5,8,23,7,8,0,6
"4c07d11e-1f30-851d-e053-ca3ca8c0ca7f",126,1,113,0,0,4,16,22,4,0,0,23
"4c07d11e-1f32-851d-e053-ca3ca8c0ca7f",124,1,112,1,0,9,24,19,5,8,0,18
"4c07d11e-1f71-851d-e053-ca3ca8c0ca7f",131,1,119,0,0,9,24,18,13,6,0,17
"4c07d11e-1f75-851d-e053-ca3ca8c0ca7f",68,3,64,24,0,18,15,30,34,9,0,3
"4c07d11e-1f77-851d-e053-ca3ca8c0ca7f",93,3,84,41,0,18,7,48,41,18,1,3
"4c07d11e-1f7b-851d-e053-ca3ca8c0ca7f",76,0,59,0,1,4,12,18,4,5,0,15
"4c07d11e-1f83-851d-e053-ca3ca8c0ca7f",89,2,77,1,0,7,13,15,14,6,0,17
"4c07d11e-1f8c-851d-e053-ca3ca8c0ca7f",125,0,115,0,0,3,14,8,3,0,0,23
"4c07d11e-1f9c-851d-e053-ca3ca8c0ca7f",86,2,79,0,0,6,11,15,7,4,0,17
"4c07d11e-1fa1-851d-e053-ca3ca8c0ca7f",76,0,53,25,1,2,6,19,5,12,0,11
"4c07d11e-2073-851d-e053-ca3ca8c0ca7f",133,1,113,3,0,17,15,34,17,12,1,7
"4c07d11e-2080-851d-e053-ca3ca8c0ca7f",76,0,61,8,0,9,8,18,11,7,0,8
"4c07d11e-2091-851d-e053-ca3ca8c0ca7f",92,1,71,1,0,8,17,29,28,26,0,9
"4c07d11e-2098-851d-e053-ca3ca8c0ca7f",53,2,46,26,0,23,10,27,14,12,0,0
"4c07d11e-20a6-851d-e053-ca3ca8c0ca7f",112,0,96,1,0,7,12,15,5,1,0,20
"4c07d11e-20a8-851d-e053-ca3ca8c0ca7f",115,1,107,1,0,3,25,12,6,4,0,16
"4c07d11e-20ad-851d-e053-ca3ca8c0ca7f",56,0,49,23,0,26,10,31,19,13,1,4
"4c07d11e-20c7-851d-e053-ca3ca8c0ca7f",69,5,55,30,0,34,10,33,26,9,1,11
"4c07d11e-22e1-851d-e053-ca3ca8c0ca7f",115,0,102,1,0,6,9,35,19,4,1,7
"4c07d11e-22ef-851d-e053-ca3ca8c0ca7f",99,0,90,0,0,3,17,31,24,11,0,6
"4c07d11e-22f1-851d-e053-ca3ca8c0ca7f",98,0,93,36,0,19,9,46,16,10,0,2
"4c07d11e-22f3-851d-e053-ca3ca8c0ca7f",110,2,91,23,0,12,12,31,24,10,0,10
"4c07d11e-22fa-851d-e053-ca3ca8c0ca7f",131,1,115,7,0,12,20,35,30,14,0,11
"4c07d11e-22fd-851d-e053-ca3ca8c0ca7f",206,4,156,33,0,11,29,41,20,15,0,25
"4c07d11e-2301-851d-e053-ca3ca8c0ca7f",112,0,68,1,0,8,10,22,6,11,1,14
"4c07d11e-2307-851d-e053-ca3ca8c0ca7f",110,6,92,60,0,18,13,39,34,13,0,2
"4c07d11e-1ef1-851d-e053-ca3ca8c0ca7f",74,0,62,1,0,3,7,15,5,1,0,4
"4c07d11e-1ef3-851d-e053-ca3ca8c0ca7f",83,0,76,0,0,6,34,15,19,9,0,13
"4c07d11e-1efe-851d-e053-ca3ca8c0ca7f",101,1,83,4,0,4,8,23,10,9,1,10
"4c07d11e-1f03-851d-e053-ca3ca8c0ca7f",105,0,89,2,0,5,23,23,21,15,0,14
"4c07d11e-1f09-851d-e053-ca3ca8c0ca7f",107,0,93,0,0,6,8,11,1,1,0,20
"4c07d11e-1f22-851d-e053-ca3ca8c0ca7f",103,4,88,6,0,8,13,44,21,13,0,4
"4c07d11e-1f2c-851d-e053-ca3ca8c0ca7f",76,0,62,1,0,2,11,12,1,1,1,10
"4c07d11e-1f31-851d-e053-ca3ca8c0ca7f",92,1,56,3,0,8,5,13,3,2,0,6
"4c07d11e-24ac-851d-e053-ca3ca8c0ca7f",97,2,78,6,0,13,10,28,18,10,0,4
"4c07d11e-24e3-851d-e053-ca3ca8c0ca7f",77,2,73,20,0,23,3,22,28,10,0,0
"4c07d11e-24e7-851d-e053-ca3ca8c0ca7f",112,0,106,6,0,6,9,23,19,5,0,5
"4c07d11e-24e9-851d-e053-ca3ca8c0ca7f",80,4,72,56,0,7,8,30,13,12,0,5
"4c07d11e-24eb-851d-e053-ca3ca8c0ca7f",113,0,104,46,0,6,12,29,38,10,1,6
"4c07d11e-24f1-851d-e053-ca3ca8c0ca7f",119,1,100,0,0,6,9,32,10,10,0,9
